Date,Open,High,Low,Close,Adj Close,Volume,,12 EMA,26 EMA,MACD,Signal Line,,Close Change,Up,Down,Up 14 SMA,Down 14 SMA,RSI,,20 SMA,20 Std Dev,BB Upper,BB Lower,,OBV
09/08/2013,16.379999,16.445,16.201786,16.230356,14.350409,266865200,,16.23378354,,,,,-0.234287,0,0.234287,0.135867429,0.064081786,67.95096898,,15.88921415,0.550688044,16.99059024,14.78783806,,1004561600
12/08/2013,16.316429,16.737499,16.308214,16.691429,14.758069,364434000,,16.30419053,15.76545319,0.538737339,,,0.461073,0.461073,0,0.168801214,0.045408357,78.80190094,,15.9604999,0.557597952,17.0756958,14.845304,,1368995600
13/08/2013,16.819286,17.66643,16.71607,17.484644,15.459411,881941200,,16.48579876,15.89280066,0.592998098,,,0.793215,0.793215,0,0.1705615,0.045408357,78.97467834,,16.0665178,0.63091433,17.32834646,14.80468914,,2250936800
14/08/2013,17.781429,18.008928,17.621429,17.803572,15.741395,756372400,,16.6885331,16.03433928,0.654193825,,,0.318928,0.318928,0,0.193342071,0.040280786,82.75820003,,16.1882857,0.713941122,17.61616794,14.76040346,,3007309200
15/08/2013,17.729286,17.942858,17.467142,17.782499,15.722767,490294000,,16.85683555,16.16383259,0.693002958,,,-0.021073,0,0.021073,0.18699,0.041786,81.7349722,,16.30641065,0.770273379,17.84695741,14.76586389,,2517015200
16/08/2013,17.862499,17.962143,17.816429,17.940357,15.862339,362306000,,17.02353116,16.29542699,0.728104165,,,0.157858,0.157858,0,0.180918643,0.041786,81.23703239,,16.4445892,0.80244265,18.0494745,14.8397039,,2879321200
19/08/2013,18.012142,18.347857,18,18.133572,16.033171,510518400,,17.19430667,16.43158588,0.76272079,,,0.193215,0.193215,0,0.1806125,0.041786,81.21120421,,16.58999995,0.831310236,18.25262042,14.92737948,,3389839600
20/08/2013,18.20393,18.234644,17.886429,17.895357,15.822548,358688400,,17.30216057,16.54001337,0.762147197,,,-0.238215,0,0.238215,0.1806125,0.056785929,76.07990545,,16.73657135,0.78904122,18.31465379,15.15848891,,3031151200
21/08/2013,17.985357,18.112499,17.9,17.941429,15.863286,335879600,,17.40050956,16.64382194,0.756687621,,,0.046072,0.046072,0,0.173316643,0.056785929,75.32147154,,16.8470178,0.795338773,18.43769535,15.25634025,,3367030800
22/08/2013,18.035,18.056786,17.792856,17.962856,15.882229,244207600,,17.48702439,16.74152816,0.745496232,0.692676469,,0.021427,0.021427,0,0.159898143,0.056785929,73.79321507,,16.9621249,0.781794748,18.5257144,15.3985354,,3611238400
23/08/2013,17.973928,17.976786,17.833929,17.893572,15.820975,222731600,,17.54957018,16.82686474,0.722705437,0.698682263,,-0.069284,0,0.069284,0.142270571,0.061734786,69.73864482,,17.06932135,0.754709226,18.5787398,15.5599029,,3388506800
26/08/2013,17.883928,18.22143,17.875,17.963215,15.882549,330965600,,17.61320784,16.91103884,0.702169008,0.699379612,,0.069643,0.069643,0,0.147245071,0.051020571,74.2665594,,17.1678571,0.736105837,18.64006877,15.69564543,,3719472400
27/08/2013,17.785713,17.946787,17.367857,17.449642,15.428463,424188800,,17.58804387,16.95093537,0.637108501,0.68692539,,-0.513573,0,0.513573,0.147245071,0.0870155,62.85525154,,17.23083915,0.7028834,18.63660595,15.82507235,,3295283600
28/08/2013,17.357143,17.707144,17.357143,17.532143,15.501404,307608000,,17.57944373,16.99398778,0.58545595,0.666631502,,0.082501,0.082501,0,0.153138,0.076888,66.57421335,,17.29935705,0.66086741,18.62109187,15.97762223,,3602891600
29/08/2013,17.558929,17.732143,17.540358,17.560715,15.526669,239657600,,17.57656239,17.03596758,0.540594813,0.641424164,,0.028572,0.028572,0,0.155178857,0.060153214,72.06490706,,17.36189285,0.622341497,18.60657584,16.11720986,,3842549200
30/08/2013,17.571428,17.605356,17.375,17.400715,15.385201,272297200,,17.54950895,17.06298591,0.486523041,0.610443939,,-0.16,0,0.16,0.122245071,0.071581786,63.06921199,,17.40596435,0.591559464,18.58908328,16.22284542,,3570252000
03/09/2013,17.610714,17.878571,17.405357,17.449286,15.428142,331928800,,17.53409003,17.09160073,0.442489304,0.576853012,,0.048571,0.048571,0,0.069056214,0.071581786,49.10210205,,17.4401251,0.573058728,18.58624256,16.29400764,,3902180800
04/09/2013,17.841429,17.937143,17.724285,17.810356,15.747396,345032800,,17.57659249,17.14484186,0.431750629,0.547832536,,0.36107,0.36107,0,0.072066357,0.071581786,50.1686661,,17.4998393,0.545647222,18.59113374,16.40854486,,4247213600
05/09/2013,17.866072,17.88143,17.629999,17.688213,15.639404,236367600,,17.59376487,17.18509157,0.408673302,0.520000689,,-0.122143,0,0.122143,0.072066357,0.078801071,47.76800256,,17.55392855,0.50662638,18.56718131,16.54067579,,4010846000
06/09/2013,17.80143,17.834999,17.498215,17.793571,15.732551,359525600,,17.62450428,17.23016412,0.394340155,0.494868582,,0.105358,0.105358,0,0.068316357,0.078801071,46.4366172,,17.62037495,0.442492305,18.50535956,16.73539034,,4370371600
09/09/2013,18.035713,18.139999,17.981428,18.077499,15.983596,340687200,,17.69419577,17.29292967,0.401266105,0.476148087,,0.283928,0.283928,0,0.074795857,0.078801071,48.69619324,,17.7127321,0.317978116,18.34868833,17.07677587,,4711058800
10/09/2013,18.078571,18.123215,17.482143,17.665714,15.619507,743195600,,17.68981396,17.32054332,0.369270639,0.454772597,,-0.411785,0,0.411785,0.074795857,0.091198929,45.05916064,,17.76144635,0.21608919,18.19362473,17.32926797,,3967863200
11/09/2013,16.678928,16.9175,16.600357,16.70393,14.769127,898696400,,17.53813951,17.27486826,0.263271244,0.416472327,,-0.961784,0,0.961784,0.071505,0.159897786,30.90066517,,17.72241065,0.311860252,18.34613115,17.09869015,,3069166800
12/09/2013,16.732143,16.978571,16.643213,16.881786,14.926383,404051200,,17.43716204,17.24575106,0.191410986,0.371460059,,0.177856,0.177856,0,0.0826785,0.159897786,34.08350481,,17.67632135,0.360743295,18.39780794,16.95483476,,3473218000
13/09/2013,16.762142,16.85107,16.59643,16.603571,14.680391,298835600,,17.30891727,17.19818216,0.110735103,0.319315068,,-0.278215,0,0.278215,0.0826785,0.174821429,32.10816425,,17.61737495,0.428528911,18.47443277,16.76031713,,3174382400
16/09/2013,16.464287,16.486071,15.972143,16.075714,14.213675,543706800,,17.11919369,17.11503637,0.004157314,0.256283517,,-0.527857,0,0.527857,0.077704,0.2125255,26.77329493,,17.5241428,0.537182323,18.59850745,16.44977815,,2630675600
17/09/2013,15.998571,16.418215,15.982143,16.261429,14.377881,399380800,,16.98722989,17.0518062,-0.064576309,0.192111552,,0.185715,0.185715,0,0.090969357,0.175841714,34.09504585,,17.43053565,0.583913229,18.59836211,16.26270919,,3030056400
18/09/2013,16.542143,16.655357,16.452143,16.595715,14.673445,456862000,,16.92699683,17.01802167,-0.091024835,0.135484274,,0.334286,0.334286,0,0.108954,0.175841714,38.25689592,,17.36555355,0.60064575,18.56684505,16.16426205,,3486918400
19/09/2013,16.810715,16.993929,16.758928,16.867857,14.914063,404541200,,16.91789839,17.00689836,-0.088999962,0.090587427,,0.272142,0.272142,0,0.126351857,0.175841714,41.81156354,,17.31187495,0.594724635,18.50132422,16.12242568,,3891459600
20/09/2013,17.071428,17.09107,16.642857,16.693214,14.759652,699302800,,16.88333156,16.98366248,-0.100330914,0.052403759,,-0.174643,0,0.174643,0.126351857,0.176887643,41.6673478,,17.24839285,0.589589405,18.42757166,16.06921404,,3192156800
23/09/2013,17.717857,17.746786,17.235714,17.522858,15.493204,762106800,,16.98172025,17.02360289,-0.041882641,0.033546479,,0.829644,0.829644,0,0.182142786,0.176887643,50.73185202,,17.22985715,0.574652802,18.37916275,16.08055155,,3954263600
24/09/2013,17.674286,17.695356,17.422144,17.467857,15.444569,364344400,,17.05651052,17.0565106,-8.29315E-08,0.026837167,,-0.055001,0,0.055001,0.156352071,0.180816286,46.37210702,,17.20508925,0.552769305,18.31062786,16.09955064,,3589919200
25/09/2013,17.47143,17.487143,17.19393,17.1975,15.205523,316957200,,17.07820121,17.06695426,0.011246948,0.023719123,,-0.270357,0,0.270357,0.156352071,0.191403,44.96040008,,17.19248215,0.549915941,18.29231403,16.09265027,,3272962000
26/09/2013,17.357143,17.44857,17.282143,17.365,15.353623,237221600,,17.1223241,17.08903172,0.033292377,0.025633773,,0.1675,0.1675,0,0.160790786,0.191403,45.65406666,,17.184125,0.545946285,18.27601757,16.09223243,,3510183600
27/09/2013,17.277857,17.309643,17.168571,17.241072,15.244052,228040400,,17.14059301,17.10029396,0.040299042,0.028566827,,-0.123928,0,0.123928,0.140510214,0.200255,41.23373173,,17.16814285,0.539326491,18.24679583,16.08948987,,3282143200
30/09/2013,17.044643,17.202143,16.943214,17.026787,15.054588,260156400,,17.12308439,17.094849,0.028235386,0.028500539,,-0.214285,0,0.214285,0.140510214,0.186147857,43.0144627,,17.14944645,0.537417986,18.22428242,16.07461048,,3021986800
01/10/2013,17.0875,17.469286,17.084999,17.427143,15.408573,353883600,,17.16986264,17.11946337,0.050399263,0.032880284,,0.400356,0.400356,0,0.169107071,0.117449,59.01360616,,17.1483393,0.536821616,18.22198253,16.07469607,,3375870400
02/10/2013,17.343929,17.564285,17.276787,17.484285,15.459092,289184000,,17.21823531,17.1464872,0.07174811,0.040653849,,0.057142,0.057142,0,0.160484643,0.117449,57.74207153,,17.13203575,0.521192202,18.17442015,16.08965135,,3665054400
03/10/2013,17.518213,17.583929,17.169287,17.264643,15.264894,322753200,,17.22537495,17.15523948,0.070135474,0.046550174,,-0.219642,0,0.219642,0.160484643,0.113265214,58.62455766,,17.11085725,0.506562297,18.12398184,16.09773266,,3342301200
04/10/2013,17.280714,17.307142,17.092857,17.251072,15.252889,258868400,,17.22932835,17.16233818,0.06699016,0.050638171,,-0.013571,0,0.013571,0.160484643,0.0765305,67.71071288,,17.0837323,0.483267734,18.05026777,16.11719683,,3083432800
07/10/2013,17.377144,17.594643,17.333929,17.419643,15.401944,312292400,,17.25860752,17.1813978,0.077209722,0.055952481,,0.168571,0.168571,0,0.159260071,0.0765305,67.54301941,,17.0508395,0.434429458,17.91969842,16.18198058,,3395725200
08/10/2013,17.497856,17.522858,17.162144,17.17643,15.186893,290917200,,17.24596483,17.18102982,0.064935011,0.057748987,,-0.243213,0,0.243213,0.1353825,0.093902857,59.04541907,,17.0263753,0.412329447,17.85103419,16.20171641,,3104808000
09/10/2013,17.308571,17.42107,17.081429,17.378214,15.36531,301725200,,17.26631085,17.19563605,0.070674802,0.06033415,,0.201784,0.201784,0,0.130356929,0.093902857,58.12764342,,17.0600895,0.412152764,17.88439503,16.23578397,,3406533200
10/10/2013,17.547144,17.584999,17.394285,17.487143,15.461615,278602800,,17.30028503,17.21722916,0.083055871,0.064878494,,0.108929,0.108929,0,0.138137571,0.081428357,62.91393766,,17.09035735,0.420098662,17.93055467,16.25016003,,3685136000
11/10/2013,17.3925,17.637142,17.327143,17.600357,15.561716,267738800,,17.34644995,17.245609,0.10084095,0.072070986,,0.113214,0.113214,0,0.086964,0.081428357,51.64367402,,17.14019665,0.418516265,17.97722918,16.30316412,,3952874800
14/10/2013,17.493929,17.770714,17.476786,17.715714,15.663714,261898000,,17.4032598,17.28043159,0.122828211,0.082222431,,0.115357,0.115357,0,0.095203786,0.077499714,55.12556822,,17.22219665,0.358241134,17.93867892,16.50571438,,4214772800
15/10/2013,17.768213,17.928572,17.697144,17.809999,15.747082,320073600,,17.46583506,17.31965881,0.146176257,0.095013196,,0.094285,0.094285,0,0.101938429,0.0581885,63.66101535,,17.29962515,0.305717833,17.91106082,16.68818948,,4534846400
16/10/2013,17.885357,17.9475,17.829643,17.896786,15.823809,251101200,,17.53213521,17.36240897,0.169726238,0.109955804,,0.086787,0.086787,0,0.096173214,0.0581885,62.30380035,,17.3646787,0.286857121,17.93839294,16.79096446,,4785947600
17/10/2013,17.856428,18.027857,17.845715,18.017857,15.930861,253593200,,17.60686164,17.41096068,0.195900962,0.127144836,,0.121071,0.121071,0,0.104821143,0.0493365,67.99607267,,17.4221787,0.296599499,18.0153777,16.8289797,,5039540800
18/10/2013,18.071072,18.187857,18.061071,18.174643,16.069483,290542000,,17.69421262,17.46752974,0.22668288,0.147052445,,0.156786,0.156786,0,0.116020143,0.034030429,77.32069379,,17.49625015,0.29021601,18.07668217,16.91581813,,5330082800
21/10/2013,18.2775,18.725,18.268572,18.620001,16.463261,398106800,,17.8366416,17.55289798,0.28374362,0.17439068,,0.445358,0.445358,0,0.119234571,0.034030429,77.79634713,,17.5511073,0.379896598,18.3109005,16.7913141,,5728189600
22/10/2013,18.800358,18.873215,18.143929,18.566786,16.416206,534063600,,17.94897151,17.62800079,0.320970712,0.203706686,,-0.053215,0,0.053215,0.115153,0.0378315,75.27102419,,17.60605375,0.438789179,18.48363211,16.72847539,,5194126000
23/10/2013,18.535713,18.77393,18.535713,18.748571,16.576935,313723200,,18.07198681,17.711006,0.360980818,0.235161512,,0.181785,0.181785,0,0.128137643,0.022142786,85.265689,,17.6836073,0.493399296,18.67040589,16.69680871,,5507849200
24/10/2013,18.75,19.016787,18.65893,18.996786,16.7964,384764800,,18.21426361,17.80624896,0.408014653,0.26973214,,0.248215,0.248215,0,0.145867286,0.021173429,87.32439055,,17.7651966,0.563854977,18.89290655,16.63748665,,5892614000
25/10/2013,18.975714,19.043928,18.753929,18.784286,16.608511,337792000,,18.30195936,17.87869615,0.423263216,0.300438356,,-0.2125,0,0.2125,0.1338265,0.036352,78.63889974,,17.8423573,0.591752053,19.02586141,16.65885319,,5554822000
28/10/2013,18.894285,18.964287,18.686071,18.924286,16.7323,550440800,,18.39770192,17.95614725,0.441554676,0.32866162,,0.14,0.14,0,0.1438265,0.018979643,88.3421826,,17.93723225,0.605342858,19.14791797,16.72654653,,6105262800
29/10/2013,19.1525,19.258928,18.376429,18.452856,16.315474,635807200,,18.40618717,17.99294049,0.413246677,0.345578631,,-0.47143,0,0.47143,0.129413357,0.052653214,71.08024067,,17.9885179,0.603401689,19.19532128,16.78171452,,5469455600
30/10/2013,18.557501,18.84,18.465,18.746429,16.575045,354163600,,18.45853206,18.04875445,0.409777611,0.358418427,,0.293573,0.293573,0,0.142602214,0.052653214,73.03367457,,18.0516251,0.613286231,19.27819756,16.82505264,,5823619200
31/10/2013,18.75,18.838928,18.616785,18.667856,16.505573,275696400,,18.49073575,18.09461383,0.39612192,0.365959126,,-0.078573,0,0.078573,0.1345155,0.058265571,69.77630065,,18.12178575,0.599347536,19.32048082,16.92309068,,5547922800
01/11/2013,18.715,18.742857,18.422857,18.5725,16.421261,274890000,,18.50331486,18.1300128,0.37330206,0.367427713,,-0.095356,0,0.095356,0.126275714,0.065076714,65.9911741,,18.18785715,0.571928391,19.33171393,17.04400037,,5273032800
04/11/2013,18.610714,18.815001,18.528929,18.8125,16.633461,244627600,,18.55088181,18.18056741,0.370314397,0.36800505,,0.24,0.24,0,0.136683929,0.065076714,67.74558538,,18.2575,0.558796245,19.37509249,17.13990751,,5517660400
05/11/2013,18.735001,18.888929,18.678572,18.766071,16.592411,265213200,,18.58398784,18.22393805,0.360049791,0.366413998,,-0.046429,0,0.046429,0.130484857,0.068393071,65.61052706,,18.33698205,0.51032583,19.35763371,17.31633039,,5252447200
06/11/2013,18.719643,18.745001,18.507143,18.604286,16.545404,223375600,,18.58711063,18.25211197,0.334998663,0.360130931,,-0.161785,0,0.161785,0.121836929,0.079949143,60.37925597,,18.39828565,0.462909368,19.32410439,17.47246691,,5029071600
07/11/2013,18.556429,18.685356,18.299286,18.303213,16.277649,262620400,,18.54343407,18.25589723,0.287536842,0.345612113,,-0.301073,0,0.301073,0.110637929,0.101454357,52.16499421,,18.43908915,0.414201703,19.26749256,17.61068574,,4766451200
08/11/2013,18.377857,18.611786,18.306786,18.591429,16.533972,279316800,,18.55081791,18.28075143,0.270066472,0.330502985,,0.288216,0.288216,0,0.0994135,0.101454357,49.49199011,,18.48864275,0.367551741,19.22374623,17.75353927,,5045768000
11/11/2013,18.571072,18.631071,18.371786,18.5375,16.486012,227452400,,18.548769,18.29976985,0.248999151,0.314202218,,-0.053929,0,0.053929,0.0994135,0.101505357,49.47942737,,18.52973205,0.321953973,19.17364,17.8858241,,4818315600
12/11/2013,18.488214,18.71143,18.464287,18.571787,16.516499,204276800,,18.55231023,18.31991927,0.232390964,0.297839967,,0.034287,0.034287,0,0.088877929,0.101505357,46.68368247,,18.56782145,0.276389591,19.12060063,18.01504227,,5022592400
13/11/2013,18.5,18.651787,18.462856,18.593929,16.53619,197220800,,18.55871312,18.34021628,0.218496834,0.281971341,,0.022142,0.022142,0,0.072729857,0.101505357,41.74234092,,18.6026786,0.229555737,19.06179007,18.14356713,,5219813200
14/11/2013,18.671785,18.902857,18.638214,18.862858,16.77536,282419200,,18.60550464,18.37893048,0.226574153,0.270891903,,0.268929,0.268929,0,0.091939071,0.086326786,51.57413366,,18.64492865,0.192859069,19.03064679,18.25921051,,5502232400
15/11/2013,18.806429,18.89607,18.731787,18.749643,16.674673,317920400,,18.62767977,18.40639067,0.2212891,0.260971342,,-0.113215,0,0.113215,0.081939071,0.094413571,46.46319448,,18.67367865,0.160803866,18.99528638,18.35207092,,5184312000
18/11/2013,18.749643,18.828215,18.507143,18.522499,16.47267,244944000,,18.61149811,18.41499129,0.196506826,0.248078439,,-0.227144,0,0.227144,0.081939071,0.076964571,51.56525675,,18.66880355,0.163807254,18.99641806,18.34118904,,4939368000
19/11/2013,18.536785,18.692142,18.498928,18.555357,16.50189,208938800,,18.60286102,18.42538875,0.177472271,0.233957205,,0.032858,0.032858,0,0.063316571,0.076964571,45.13548303,,18.6682321,0.164181658,18.99659542,18.33986878,,5148306800
20/11/2013,18.543928,18.58643,18.368929,18.392857,16.357376,193916800,,18.57055271,18.42297899,0.14757372,0.216680508,,-0.1625,0,0.1625,0.063316571,0.082959357,43.28570808,,18.6504464,0.173516976,18.99748035,18.30341245,,4954390000
21/11/2013,18.485714,18.614643,18.345358,18.612143,16.552395,262026800,,18.57695121,18.43699114,0.139960077,0.201336422,,0.219286,0.219286,0,0.078979857,0.076148214,50.91267906,,18.63121425,0.154318071,18.93985039,18.32257811,,5216416800
22/11/2013,18.554285,18.648571,18.518929,18.564285,16.50983,223725600,,18.57500257,18.44642031,0.128582254,0.186785588,,-0.047858,0,0.047858,0.061837,0.079566643,43.73083943,,18.6202142,0.150816094,18.92184639,18.31858201,,4992691200
25/11/2013,18.607857,18.781071,18.607143,18.705,16.63497,229311600,,18.59500217,18.46557436,0.129427808,0.175314032,,0.140715,0.140715,0,0.071888071,0.076250286,48.52765537,,18.6092499,0.13550545,18.8802608,18.338239,,5222002800
26/11/2013,18.718571,19.147858,18.714287,19.049999,16.94179,401382800,,18.66500168,18.50886508,0.156136606,0.171478547,,0.344999,0.344999,0,0.096530857,0.064694214,59.87335362,,18.63910705,0.161122045,18.96135114,18.31686296,,5623385600
27/11/2013,19.153929,19.5,19.049999,19.498571,17.340721,363448400,,18.79324312,18.58217663,0.21106649,0.179396136,,0.448572,0.448572,0,0.128571714,0.043189,74.85513484,,18.67671415,0.246787426,19.170289,18.1831393,,5986834000
29/11/2013,19.624287,19.940357,19.564644,19.859644,17.661837,318127600,,18.95730479,18.67680384,0.280500951,0.199617099,,0.361073,0.361073,0,0.133775786,0.043189,75.59457955,,18.73630355,0.356812787,19.44992912,18.02267798,,6304961600
02/12/2013,19.928572,20.154642,19.672144,19.686787,17.508106,472544800,,19.06953282,18.75161741,0.317915416,0.223276762,,-0.172857,0,0.172857,0.133775786,0.051683857,72.13201948,,18.7920179,0.409927598,19.6118731,17.9721627,,5832416800
03/12/2013,19.939285,20.227858,19.917143,20.225714,17.987391,450968000,,19.24740685,18.86080975,0.386597103,0.25594083,,0.538927,0.538927,0,0.1698215,0.051683857,76.66699451,,18.8626786,0.515558872,19.89379634,17.83156086,,6283384800
04/12/2013,20.196428,20.328215,20.029285,20.178572,17.945467,377809600,,19.39066303,18.95842177,0.432241261,0.291200916,,-0.047142,0,0.047142,0.168239929,0.055051143,75.34556912,,18.93330365,0.589003543,20.11131074,17.75529656,,5905575200
05/12/2013,20.451786,20.540714,20.22893,20.282143,18.037579,447580000,,19.52781379,19.05647519,0.471338601,0.327228453,,0.103571,0.103571,0,0.156428643,0.055051143,73.96860288,,19.0171965,0.65225985,20.3217162,17.7126768,,6353155200
06/12/2013,20.206785,20.241072,19.984644,20.000713,17.787296,344352400,,19.60056752,19.12641873,0.474148784,0.35661252,,-0.28143,0,0.28143,0.156428643,0.0670665,69.99196531,,19.1020715,0.664165461,20.43040242,17.77374058,,6008802800
09/12/2013,20.032143,20.342142,20.032143,20.229643,17.990885,320493600,,19.69734836,19.20813905,0.489209312,0.383131878,,0.22893,0.22893,0,0.172780786,0.050841929,77.26441666,,19.1839822,0.696375964,20.57673413,17.79123027,,6329296400
10/12/2013,20.127857,20.281429,20.042856,20.198214,17.962944,278269600,,19.77440461,19.28147793,0.492926679,0.405090838,,-0.031429,0,0.031429,0.170433786,0.053086857,76.24968483,,19.2670179,0.713148583,20.69331507,17.84072073,,6051026800
11/12/2013,20.25,20.391787,19.98893,20.048571,17.829855,359718800,,19.81658406,19.33829964,0.478284414,0.419729553,,-0.149643,0,0.149643,0.170433786,0.0521685,76.56425682,,19.3408571,0.713794533,20.76844617,17.91326803,,5691308000
12/12/2013,20.076429,20.190714,20.001072,20.019285,17.803814,262290000,,19.84776882,19.388743,0.459025815,0.427588806,,-0.029286,0,0.029286,0.1547705,0.054260357,74.04193913,,19.4121249,0.706782624,20.82569015,17.99855965,,5429018000
13/12/2013,20.101786,20.102858,19.77393,19.801071,17.609745,332822000,,19.84058454,19.41928582,0.421298721,0.426330789,,-0.218214,0,0.218214,0.1547705,0.066428643,69.9688516,,19.45903555,0.699871643,20.85877884,18.05929226,,5096196000
16/12/2013,19.822144,20.094286,19.821787,19.910713,17.707253,282592800,,19.85137353,19.45568783,0.395685701,0.420201771,,0.109642,0.109642,0,0.152551,0.066428643,69.66446653,,19.51708905,0.686650452,20.89038995,18.14378815,,5378788800
17/12/2013,19.850357,19.98,19.763571,19.821072,17.627533,229902400,,19.84671176,19.48275332,0.363958433,0.408953104,,-0.089641,0,0.089641,0.127908214,0.072831571,63.71841727,,19.5820177,0.649948404,20.88191451,18.28212089,,5148886400
18/12/2013,19.632143,19.694643,19.242857,19.670357,17.493498,565863200,,19.81958026,19.49664989,0.322930363,0.391748556,,-0.150715,0,0.150715,0.095867357,0.083596929,53.41862687,,19.6377677,0.605816347,20.84940039,18.42613501,,4583023200
19/12/2013,19.625,19.642857,19.418928,19.445,17.293077,320308800,,19.76195252,19.49282398,0.26912855,0.367224554,,-0.225357,0,0.225357,0.070076429,0.099693857,41.27720483,,19.69037485,0.537227858,20.76483057,18.61591913,,4262714400
20/12/2013,19.479643,19.700357,19.457857,19.607857,17.437908,436413600,,19.73824552,19.50134494,0.236900581,0.34115976,,0.162857,0.162857,0,0.081709071,0.087346929,48.33254746,,19.74016055,0.477856065,20.69587268,18.78444842,,4699128000
23/12/2013,20.285713,20.382856,20.098572,20.360357,18.107138,501306400,,19.83395498,19.56497546,0.268979516,0.326723711,,0.7525,0.7525,0,0.096964286,0.087346929,52.60899945,,19.82996415,0.412770819,20.65550579,19.00442251,,5200434400
24/12/2013,20.353214,20.424286,20.215357,20.27393,18.030279,167554800,,19.90164344,19.61749061,0.28415283,0.318209535,,-0.086427,0,0.086427,0.096964286,0.090153,51.82005786,,19.90841065,0.332872291,20.57415523,19.24266607,,5032879600
